caso,h,S,alfa_coperto,r_produzione,r_consumo,r_investimento_tipo,r_stock_tipo,r_importazioni,r_scorte,origine
P2|inv1.0|m0.0|S0.0|T3,1,0.8517591307,1,0.808089578,0.5485859817,1,0.07312259003,3.748884075,1,2018
P2|inv1.0|m1.0|S1.0|T1,1,0.7369727492,1,0.8068341926,0.5921385161,1,0.07312259003,1.439137942,0.7602356088,2018
P2|inv1.0|m1.0|S1.0|T3,1,0.7369727492,1,0.8068341926,0.5921385161,1,0.07312259003,1.439137942,0.7602356088,2018
P2|lx0.5|li0.1|T1,1,0.8233961429,1,0.8084598652,0.5486239233,1,0.07312259003,3.179174946,1,2018
P2|lx0.5|li0.1|T3,1,0.7859639639,1,0.8084595368,0.5486239538,1,0.07312259002,2.430533155,1,2018
P2|lx0.5|li0.5|T1,1,0.8252614277,1,0.8084599077,0.5486239197,1,0.07312259003,3.21648041,1,2018
P2|lx0.5|li0.5|T3,1,0.8213524139,1,0.808459873,0.5486239228,1,0.07312259003,3.138300323,1,2018
P2|lx2.0|li0.1|T1,1,0.8007057674,1,0.7875501356,0.5381241092,1,0.07312259003,2.913824698,1,2018
P2|lx2.0|li0.1|T3,1,0.8002836224,1,0.7875501355,0.5381241093,1,0.07312259003,2.9053818,1,2018
P2|lx2.0|li0.5|T1,1,0.8007057674,1,0.7875501356,0.5381241092,1,0.07312259003,2.913824698,1,2018
P2|lx2.0|li0.5|T3,1,0.8002836224,1,0.7875501355,0.5381241093,1,0.07312259003,2.9053818,1,2018
P2|uniformi|li0.5|T1,1,0.9975751042,1,0.9511513278,0.817053738,1,0.07312259003,4.196026508,1,2018
P3|q25,1,2.242461371,1,1.835614598,2.76101111,2.439082877,0.2367032192,6.039735227,1,2018
P3|q75,1,2.12423615,1,1.827951199,3.018688869,1.329534204,0.1320861401,6.822573487,1,2018
condizionata|P1|E6|agg|T1,1,2.051814274,1,1.488163227,2.792268538,2.363698553,0.2274299222,4.444040836,1,2018
persistenza,1,1,1,1,1,1,1,1,1,2018
trend_mobile,1,0.6961760931,1,0.8161118106,0.7426218674,0.5577325767,0.1388418234,1.275281005,0.7872248344,2018
ultimo_tasso,1,0.7174600101,1,0.7945475573,0.6316282486,0.7711249423,0.08858898572,1.523643244,1.006824383,2018
