industria_io,tipo,anno,K_corrente,K_2012,I_corrente,I_2012,D_corrente,D_2012,K_inizio_2012,altre_variazioni_2012,delta,altre_variazioni_rel
711AS,E,2014,22300,22622.78156,5614,5728.481516,3310,3336.340401,20234.29255,-3.652103002,0.1648854485,-0.000180490768
711AS,E,2015,22898,23736.86529,4506,4711.096469,3523,3593.396887,22622.78156,-3.615849753,0.1588397464,-0.0001598322356
711AS,E,2016,24389,25692.88044,5361,5772.964729,3664,3809.660936,23736.86529,-7.288644352,0.1604955367,-0.0003070601051
711AS,N,2011,46941,48156.62244,7985,8124.072127,8424,8554.770334,,,,
711AS,N,2012,47707,47707,8020,8020,8479,8479,48156.62244,9.377562458,0.1760713184,0.0001947304853
711AS,N,2013,48049,47281.24835,8074,7978.961162,8517,8409.724196,47707,5.011382402,0.1762786215,0.0001050450123
711AS,N,2014,49091,47447.38438,8841,8615.34457,8696,8457.117276,47281.24835,7.908740586,0.1788683161,0.0001672701306
711AS,N,2015,50481,47556.88718,9047,8660.982877,8958,8561.205075,47447.38438,9.724990343,0.1804357645,0.0002049636765
711AS,N,2016,51959,48252.23028,10001,9417.873878,9306,8730.937596,47556.88718,8.406827301,0.1835893414,0.0001767741288
711AS,S,2011,82208,83953.24162,3680,3754.670346,2094,2139.840704,,,,
711AS,S,2012,85435,85435,3645,3645,2181,2181,83953.24162,17.75838413,0.02597874672,0.0002115270809
711AS,S,2013,90492,86408.76892,3291,3175.054832,2291,2209.969363,85435,8.683446254,0.02586726005,0.0001016380436
711AS,S,2014,95314,88107.33512,4259,3926.963664,2434,2242.798138,86408.76892,14.40067663,0.02595567749,0.0001666575836
711AS,S,2015,99990,90158.76109,4853,4321.142263,2564,2297.172884,88107.33512,27.45659329,0.02607243632,0.0003116266455
711AS,S,2016,106395,92748.81063,5709,4920.379204,2722,2361.840275,90158.76109,31.51061445,0.02619645885,0.0003495014136
713,E,2011,31497,31528.98862,4406,4451.310712,5040,5088.740968,,,,
713,E,2012,31600,31600,5127,5127,5054,5054,31528.98862,-1.988621444,0.1602969274,-6.307279525e-05
713,E,2013,32479,32280.93203,5815,5813.089407,5135,5123.420047,31600,-8.737330283,0.1621335458,-0.0002764977938
713,E,2014,33660,33365.16007,6348,6348.682864,5302,5257.061225,32280.93203,-7.393595827,0.1628534523,-0.0002290391065
713,E,2015,34967,34968.0011,6970,7059.858465,5489,5450.918962,33365.16007,-6.098475605,0.1633715813,-0.0001827797496
713,E,2016,37569,37874.26318,8372,8693.802338,5762,5774.19231,34968.0011,-13.3479524,0.165127892,-0.0003817190569
713,N,2011,1195,1188.472624,426,417.5465472,414,405.2328767,,,,
713,N,2012,1284,1284,542,542,444,444,1188.472624,-2.472624305,0.3735887482,-0.002080505898
713,N,2013,1489,1473.65435,709,720.4388112,520,528.7508382,1284,-2.033622956,0.4117997182,-0.001583818502
713,N,2014,1762,1753.039962,907,930.3463724,629,646.9703995,1473.65435,-3.990361259,0.4390245239,-0.002707800007
713,N,2015,2077,2096.976992,1099,1139.253387,759,791.2040425,1753.039962,-4.11231408,0.4513325765,-0.002345818789
713,N,2016,2644,2682.40112,1516,1599.70389,946,1004.662803,2096.976992,-9.616959676,0.4791005369,-0.004586106434
713,S,2011,116790,119770.5527,4306,4369.741977,3405,3461.754317,,,,
713,S,2012,121843,121843,5535,5535,3505,3505,119770.5527,42.44734385,0.02926428844,0.0003544055105
713,S,2013,131135,124068.1153,6012,5754.14886,3724,3569.359682,121843,40.32607947,0.02929474555,0.0003309675522
713,S,2014,141057,128168.9366,8478,7694.076482,4022,3663.817644,124068.1153,70.5625515,0.02953069478,0.0005687404161
713,S,2015,148164,130588.9939,6998,6137.041071,4267,3758.027295,128168.9366,41.04346206,0.02932089002,0.000320229403
713,S,2016,164105,137557.874,12783,10750.55342,4612,3893.891439,130588.9939,112.2181412,0.02981791438,0.0008593231168
721,E,2011,35943,36160.9432,4411,4464.697522,5555,5633.214203,,,,
721,E,2012,35389,35389,4669,4669,5440,5440,36160.9432,-0.9432000842,0.1504385538,-2.608339276e-05
721,E,2013,34973,34912.07138,4837,4831.415925,5319,5302.51515,35389,-5.829393245,0.1498351225,-0.0001647233108
721,E,2014,35353,35190.20708,5547,5532.483946,5293,5251.851499,34912.07138,-2.496749244,0.1504308192,-7.151535686e-05
721,E,2015,35592,35683.00086,5790,5783.147241,5314,5283.50372,35190.20708,-6.849742463,0.150141308,-0.0001946491093
721,E,2016,35395,35524.59171,5113,5130.960206,5290,5282.106427,35683.00086,-7.262927748,0.1480286495,-0.0002035402733
721,N,2011,2393,2384.141448,876,856.858962,779,765.1000458,,,,
721,N,2012,2555,2555,1028,1028,853,853,2384.141448,-4.141447801,0.3577807855,-0.001737081416
721,N,2013,2760,2722.202129,1105,1121.010663,938,951.4907338,2555,-2.317799902,0.3724034183,-0.0009071623883
721,N,2014,3055,3020.174804,1327,1354.688903,1031,1058.156232,2722.202129,1.440003536,0.3887133216,0.0005289847954
721,N,2015,3310,3308.566244,1420,1458.596616,1125,1168.119973,3020.174804,-2.085203903,0.3867723057,-0.0006904249051
721,N,2016,3576,3545.719639,1414,1461.253646,1166,1226.156511,3308.566244,2.056260224,0.3706005626,0.0006214958602
721,S,2011,291549,299271.0495,7701,7813.630662,8265,8387.784299,,,,
721,S,2012,300045,300045,9148,9148,8389,8389,299271.0495,14.95048334,0.02803144512,4.99563301e-05
721,S,2013,320710,302363.715,11203,10710.95229,8819,8433.989382,300045,41.75213573,0.02810908158,0.0001391529128
721,S,2014,337376,304883.049,12132,10976.58171,9391,8500.933984,302363.715,43.68626837,0.02811492769,0.0001444825096
721,S,2015,356203,311847.6596,17704,15479.6803,9870,8635.275447,304883.049,120.2056717,0.02832323894,0.0003942681368
721,S,2016,382744,317602.0585,17293,14468.34754,10524,8814.402002,311847.6596,100.4534342,0.02826508948,0.0003221234186
722,E,2011,73151,73503.93591,11714,11839.38699,10905,11043.10298,,,,
722,E,2012,75915,75915,13688,13688,11276,11276,73503.93591,-0.9359050538,0.1534067511,-1.273272026e-05
722,E,2013,80728,80510.09655,16449,16442.87473,11871,11838.20595,75915,-9.572233347,0.1559402746,-0.0001260914621
722,E,2014,83676,82992.78435,14972,14918.61563,12524,12424.22574,80510.09655,-11.70209005,0.1543188528,-0.0001453493481
722,E,2015,85006,84467.97111,14351,14268.51469,12929,12778.6365,82992.78435,-14.69143488,0.1539728616,-0.0001770206289
722,E,2016,84974,84313.43706,12839,12791.58426,13057,12929.02857,84467.97111,-17.08973983,0.1530642728,-0.00020232213
722,N,2011,1772,1765.890399,627,613.0632167,556,549.8749203,,,,
722,N,2012,1921,1921,801,801,644,644,1765.890399,-1.89039868,0.3646885449,-0.001070507366
722,N,2013,2459,2439.531303,1359,1382.443084,843,859.4091259,1921,-4.502656031,0.4473759114,-0.002343912561
722,N,2014,2946,2943.877576,1597,1639.194408,1099,1137.034687,2439.531303,2.18655202,0.4660873527,0.0008963000464
722,N,2015,3406,3452.897568,1807,1880.387044,1306,1373.979335,2943.877576,2.612283518,0.4667243455,0.0008873614647
722,N,2016,3886,3949.122304,1980,2086.669914,1491,1592.214015,3452.897568,1.768836663,0.4611240221,0.0005122760314
722,S,2011,146774,150574.0896,2984,3087.974223,3889,4020.130486,,,,
722,S,2012,150361,150361,3798,3798,4005,4005,150574.0896,-6.089592827,0.02659820166,-4.044250138e-05
722,S,2013,155489,150832.323,4602,4457.035945,4124,4006.596054,150361,20.88314213,0.02664651109,0.0001388866936
722,S,2014,159722,151277.4041,4726,4426.362809,4250,4019.553375,150832.323,38.27165966,0.02664915115,0.0002537364597
722,S,2015,163781,152085.9377,5248,4780.571567,4356,4035.297232,151277.4041,63.25926313,0.02667481806,0.0004181672967
722,S,2016,169124,153879.4005,6532,5751.876042,4479,4071.58359,152085.9377,113.1703444,0.02677159803,0.0007441210288
81,E,2011,86193,86450.73048,15058,15153.37264,13310,13421.62058,,,,
81,E,2012,87932,87932,15203,15203,13721,13721,86450.73048,-0.7304797952,0.1587146797,-8.449665967e-06
81,E,2013,88454,88635.17206,14620,14657.95744,13939,13944.5676,87932,-10.21778141,0.1585835373,-0.000116200944
81,E,2014,92194,92483.72354,18102,18217.71549,14360,14350.30418,88635.17206,-18.85983292,0.1619030442,-0.0002127804626
81,E,2015,96149,97479.68777,19841,20134.11985,15076,15119.30352,92483.72354,-18.85209772,0.1634806963,-0.0002038423303
81,E,2016,99855,101804.0502,19726,20304.46794,15770,15951.93376,97479.68777,-28.17171185,0.163643669,-0.000289000842
81,N,2011,26576,26782.92288,7199,7218.554626,6171,6188.16425,,,,
81,N,2012,27738,27738,7551,7551,6587,6587,26782.92288,-8.922881607,0.2459402967,-0.0003331556323
81,N,2013,29967,29250.69369,8541,8544.597915,7017,7025.855259,27738,-6.048961313,0.2532935056,-0.0002180748905
81,N,2014,33137,32151.68353,10720,10688.43158,7793,7771.224906,29250.69369,-16.21683584,0.265676602,-0.0005544085898
81,N,2015,36264,35605.39282,12343,12321.49513,8839,8855.109714,32151.68353,-12.67612683,0.2754166731,-0.0003942601268
81,N,2016,40536,39390.09626,13648,13802.29367,9837,10004.40385,35605.39282,-13.18638633,0.2809800161,-0.0003703480085
81,S,2011,453718,464332.665,6848,6979.418492,9735,9926.131332,,,,
81,S,2012,460751,460751,6321,6321,9849,9849,464332.665,-53.66502161,0.02121108581,-0.000115574513
81,S,2013,481073,457392.8982,6694,6466.313952,10129,9770.580917,460751,-53.83482809,0.02120577257,-0.0001168414786
81,S,2014,495575,454259.15,7149,6624.003162,10535,9703.322708,457392.8982,-54.42864276,0.02121441488,-0.0001189975686
81,S,2015,507777,452763.9513,9082,8206.746482,10811,9663.016294,454259.15,-38.92893007,0.02127203446,-8.569762452e-05
81,S,2016,530290,453626.8801,11937,10563.37442,11194,9675.348143,452763.9513,-25.09740714,0.02136951963,-5.543154898e-05
ORE,E,2011,62569,62713.481,9507,9578.608003,10338,10398.21137,,,,
ORE,E,2012,65570,65570,13353,13353,10488,10488,62713.481,-8.481004285,0.16723677,-0.0001352341498
ORE,E,2013,72428,72473.47597,18188,18204.89507,11292,11299.66703,65570,-1.752077888,0.1723298311,-2.672072423e-05
ORE,E,2014,78151,78007.25178,17925,17898.07553,12381,12350.93034,72473.47597,-13.36937067,0.1704200078,-0.0001844726017
ORE,E,2015,83890,84515.53233,19847,19898.20134,13369,13381.77216,78007.25178,-8.14863442,0.1715452327,-0.0001044599602
ORE,E,2016,92389,93396.87407,23358,23646.78764,14598,14732.98883,84515.53233,-32.45706671,0.1743228544,-0.0003840367069
ORE,N,2011,3840,3754.532699,1831,1775.268641,2083,2020.389893,,,,
ORE,N,2012,4331,4331,2733,2733,2147,2147,3754.532699,-9.532698815,0.5718421365,-0.002538984097
ORE,N,2013,5626,5677.522265,4046,4139.222252,2709,2771.967419,4331,-20.73256843,0.6400294202,-0.004787016492
ORE,N,2014,6533,6702.778197,4348,4536.770549,3342,3498.201063,5677.522265,-13.31355401,0.6161492461,-0.002344958484
ORE,N,2015,7597,7922.376096,5040,5376.568072,3862,4143.319357,6702.778197,-13.65081509,0.6181495547,-0.002036590603
ORE,N,2016,9470,10026.62952,6658,7223.541668,4664,5094.532663,7922.376096,-24.75557792,0.6430561489,-0.003124766815
ORE,S,2011,1054013,1075119.626,19729,20300.4375,27595,28310.01873,,,,
ORE,S,2012,1069873,1069873,23135,23135,28118,28118,1075119.626,-263.6260792,0.02615336872,-0.0002452062754
ORE,S,2013,1104689,1065051.423,23821,23191.18471,28747,27966.75014,1069873,-46.01123551,0.02614025229,-4.300625916e-05
ORE,S,2014,1134162,1064820.79,29316,27656.21957,29639,27882.02311,1065051.423,-4.830263842,0.02617903934,-4.535240023e-06
ORE,S,2015,1163734,1070921.025,36902,34002.18642,30390,27943.1906,1064820.79,41.23984054,0.02624215349,3.872937207e-05
ORE,S,2016,1201945,1081244.164,42584,38392.5812,31252,28148.60452,1070921.025,79.16188034,0.0262844821,7.391943801e-05
HS,R,2011,15892680,16320951.31,378837,382330.5865,372960,376661.9848,,,,
HS,R,2012,16352383,16352383,432014,432014,375646,375646,16320951.31,-24936.30646,0.02301618288,-0.001527870894
HS,R,2013,17495619,16463188.83,511364,486640.999,397829,377479.4183,16352383,1644.249277,0.02308406171,0.0001005510497
HS,R,2014,18313830,16592587.93,563648,508117.5307,425018,380481.9834,16463188.83,1763.54802,0.02311107449,0.0001071206823
HS,R,2015,18968136,16773355.08,640218,562300.0943,440971,384245.9467,16592587.93,2713.005663,0.02315768634,0.0001635070837
HS,R,2016,20232952,16989365.43,709297,602432.4513,462904,389730.792,16773355.08,3308.687466,0.02323511248,0.000197258536
