industria_io,tipo,anno,K_inizio_2012,I_2012,D_2012,K_fine_2012,delta_annuo,altre_variazioni_2012,altre_variazioni_rel,K_inizio_corrente,I_corrente,D_corrente,K_fine_corrente,rivalutazioni_e_altre_variazioni_corrente
22,S,2012,1505637.37,60117,33973,1531824,0.02256386609,42.62981805,2.831346969e-05,1473949,60117,33973,1531824,31731
22,S,2013,1531824,55345.22747,34572.26816,1552678.538,0.0225693475,81.57888813,5.325604517e-05,1531824,55977,34991,1573305,20495
22,S,2014,1552678.538,69434.82227,35260.76062,1586942.409,0.02270963355,89.80872622,5.784115901e-05,1573305,71312,36313,1653354,45050
22,S,2015,1586942.409,78857.41296,36226.12932,1629683.132,0.02282762697,109.4401431,6.896289529e-05,1653354,82696,37902,1695052,-3096
22,S,2016,1629683.132,87869.82459,37406.01948,1680157.83,0.0229529402,10.89289892,6.684059434e-06,1695052,91928,39262,1786130,38412
22,S,2017,1680157.83,67096.03292,38415.80874,1705407.13,0.02286440479,-3430.924838,-0.002042025324,1786130,72141,41572,1857463,40764
22,S,2018,1705407.13,76803.81638,39249.39971,1742915.403,0.0230146802,-46.14380429,-2.705735392e-05,1857463,82356,42053,1918901,21135
22,S,2019,1742915.403,85191.14692,40320.08849,1787722.478,0.0231337037,-63.983364,-3.671053908e-05,1918901,95090,44766,2051642,82417
23,E,2008,206144.8456,37937.63513,35311.6348,208817.6461,0.1712952594,46.80020192,0.0002270258167,186760,35219,32739,193882,4642
23,E,2009,208817.6461,15864.15781,33771.78426,190771.4845,0.1617285938,-138.5351602,-0.0006634265007,193882,15046,31862,178855,1789
23,E,2010,190771.4845,25788.59398,31594.88949,184927.8486,0.1656164157,-37.34036136,-0.0001957334528,178855,24486,29998,175212,1869
23,E,2011,184927.8486,29212.49889,30941.77982,183175.7609,0.1673181192,-22.80682787,-0.0001233282496,175212,28403,30080,179321,5786
23,E,2012,183175.7609,32600,30935,184869,0.168881515,28.23911772,0.0001541640531,179321,32600,30935,184869,3883
23,E,2013,184869,37350.92333,31709.5573,190567.3604,0.1715244703,56.9944098,0.0003082961979,184869,37698,31997,190925,355
23,E,2014,190567.3604,37873.53065,32728.78361,195796.0392,0.17174391,83.93176443,0.0004404309544,190925,38539,33278,197722,1536
23,E,2015,195796.0392,42142.17185,33983.15702,204026.7437,0.1735640677,71.6895985,0.0003661442733,197722,43100,34730,205409,-683
23,E,2016,204026.7437,41156.02439,35386.66714,209852.8549,0.173441317,56.75400715,0.0002781694504,205409,42072,36122,212133,774
23,E,2017,209852.8549,40555.9109,36373.25957,214104.6572,0.1733274469,69.15094566,0.0003295211098,212133,41685,37324,217590,1096
23,E,2018,214104.6572,40739.84426,37223.10222,217613.2207,0.1738547059,-8.178597379,-3.819906342e-05,217590,42440,38699,227010,5679
23,E,2019,217613.2207,48034.00328,38653.84112,227046.1691,0.1776263455,52.78624429,0.0002425691056,227010,50905,40968,238761,1814
23,N,2008,7464.137737,1755.765415,2049.029128,7168.440703,0.2745165215,-2.433321139,-0.0003260016395,7221,1908,2138,7039,48
23,N,2009,7168.440703,1417.368763,1990.715736,6596.464229,0.2777055455,1.370499041,0.0001911850984,7039,1495,2046,6413,-75
23,N,2010,6596.464229,1535.669906,1881.168408,6251.068704,0.285178293,0.1029774692,1.561101003e-05,6413,1565,1892,6142,56
23,N,2011,6251.068704,2093.328018,1942.650044,6396.43848,0.3107708676,-5.308196666,-0.0008491662654,6142,2132,1964,6403,93
23,N,2012,6396.43848,2785,2240,6934,0.350194879,-7.438480472,-0.001162909718,6403,2785,2240,6934,-14
23,N,2013,6934,3152.402236,2613.081912,7466.175981,0.3768505786,-7.144343485,-0.001030335086,6934,3107,2579,7554,92
23,N,2014,7466.175981,3104.96486,2839.860648,7730.21151,0.380363476,-1.068682563,-0.0001431365354,7554,3039,2775,7812,-6
23,N,2015,7730.21151,3561.059459,3008.069802,8280.785712,0.3891316296,-2.415455732,-0.0003124695526,7812,3453,2903,8267,-95
23,N,2016,8280.785712,3573.340727,3159.563185,8697.374321,0.38155355,2.811068427,0.0003394688047,8267,3436,3005,8719,21
23,N,2017,8697.374321,3589.047532,3204.448215,9084.762357,0.3684385765,2.788718324,0.0003206391057,8719,3481,3051,9273,124
23,N,2018,9084.762357,4333.695557,3366.312987,10051.25323,0.3705449691,-0.891701735,-9.815355647e-05,9273,4183,3192,10284,20
23,N,2019,10051.25323,5045.955049,3742.698157,11348.11447,0.3723613437,-6.395650737,-0.0006363038114,10284,4865,3532,11621,4
23,S,2008,75950.78084,10024.30918,2107.873194,84715.90972,0.02775314712,848.6928979,0.01117424849,70453,9870,1998,82794,4469
23,S,2009,84715.90972,4672.642258,2250.68869,87396.83877,0.02656748534,258.9754772,0.003056987501,82794,4475,2150,81301,-3818
23,S,2010,87396.83877,1992.220235,2281.25732,87189.56081,0.02610228644,81.75913067,0.0009354929975,81301,1912,2146,82317,1250
23,S,2011,87189.56081,2127.816967,2274.29792,87072.76629,0.02608452088,29.68643163,0.0003404814906,82317,2069,2200,85479,3293
23,S,2012,87072.76629,1255,2258,86059,0.02593233334,-10.76629232,-0.0001236470688,85479,1255,2258,86059,1583
23,S,2013,86059,1089.632922,2232.008724,84907.59225,0.02593579665,-9.031949806,-0.0001049506711,86059,1106,2276,87374,2485
23,S,2014,84907.59225,1745.694175,2209.931386,84439.00626,0.02602748856,-4.348773128,-5.121771814e-05,87374,1816,2319,89178,2307
23,S,2015,84439.00626,1472.13072,2192.349997,83716.16701,0.02596371149,-2.61997208,-3.102798334e-05,89178,1567,2348,89639,1242
23,S,2016,83716.16701,2245.253397,2184.080722,83773.79715,0.02608911515,-3.542539229,-4.231607054e-05,89639,2412,2365,91371,1685
23,S,2017,83773.79715,1635.274862,2178.100622,83245.6672,0.02599978389,14.69581243,0.0001754225418,91371,1846,2424,93394,2601
23,S,2018,83245.6672,1907.786588,2169.037417,83003.75391,0.02605585961,19.33753113,0.0002322947461,93394,2241,2490,97185,4040
23,S,2019,83003.75391,3962.227019,2186.631875,84819.13795,0.02634377088,39.78889708,0.0004793626217,97185,4885,2634,103380,3944
311FT,E,2008,140675.5762,18398.40178,14155.73653,144940.7125,0.1006268246,22.4710291,0.000159736535,128203,17386,13348,136763,4522
311FT,E,2009,144940.7125,15585.26363,14454.23541,146084.5231,0.09972515765,12.7823491,8.819019083e-05,136763,14894,13788,138398,529
311FT,E,2010,146084.5231,16113.0164,14599.62973,147610.7963,0.09993960634,12.88651543,8.821273576e-05,138398,15487,14027,142073,2215
311FT,E,2011,147610.7963,16857.32473,14782.16691,149705.923,0.1001428573,19.96891743,0.0001352808733,142073,16577,14537,147771,3658
311FT,E,2012,149705.923,18567,15049,153176,0.1005237448,-47.92300136,-0.000320114264,147771,18567,15049,153176,1887
311FT,E,2013,153176,18724.68754,15421.1992,156501.4981,0.100676341,22.00973972,0.0001436892184,153176,18797,15481,156596,104
311FT,E,2014,156501.4981,19864.14519,15841.18157,160556.8042,0.1012206386,32.34248893,0.0002066592929,156596,20048,15997,161525,878
311FT,E,2015,160556.8042,21862.23149,16414.45063,166040.1514,0.1022345376,35.56639984,0.0002215191067,161525,22028,16548,166067,-938
311FT,E,2016,166040.1514,23129.90143,17133.83752,172069.8358,0.1031909292,33.62047718,0.000202484019,166067,23181,17209,172439,400
311FT,E,2017,172069.8358,20553.22438,17675.61673,174795.8412,0.1027235055,-151.602259,-0.0008810507566,172439,20736,17906,177471,2202
311FT,E,2018,174795.8412,25910.55462,18297.01027,182378.2971,0.1046764622,-31.08851875,-0.0001778561694,177471,26646,18894,188447,3224
311FT,E,2019,182378.2971,24713.3538,19080.16304,188025.1117,0.1046186051,13.62390397,7.470134435e-05,188447,25678,19915,196031,1821
311FT,N,2008,21114.99521,4961.687096,4563.592285,21506.16856,0.2161303964,-6.921463817,-0.0003277985028,19828,4937,4521,20403,159
311FT,N,2009,21506.16856,5382.169068,4726.716296,22158.1452,0.2197842114,-3.476131163,-0.0001616341448,20403,5238,4619,21022,0
311FT,N,2010,22158.1452,5184.476366,4824.284587,22515.94877,0.2177205964,-2.388203982,-0.0001077799591,21022,5042,4709,21754,399
311FT,N,2011,22515.94877,5632.927259,4898.27911,23247.60722,0.217547089,-2.98970324,-0.0001327815794,21754,5571,4860,23011,546
311FT,N,2012,23247.60722,5962,5076,24126,0.2183450517,-7.607217291,-0.0003272258181,23011,5962,5076,24126,229
311FT,N,2013,24126,6505.365131,5347.129534,25278.05682,0.2216334881,-6.17878127,-0.0002561046701,24126,6524,5362,26028,740
311FT,N,2014,25278.05682,6697.011338,5654.74906,26312.08551,0.223701889,-8.233578603,-0.0003257203931,26028,6783,5729,27387,305
311FT,N,2015,26312.08551,7121.907934,6003.171874,27422.66854,0.2281526438,-8.153037428,-0.0003098590351,27387,7229,6107,28234,-275
311FT,N,2016,27422.66854,7995.754511,6470.069553,28935.92729,0.2359387287,-12.4262022,-0.0004531361412,28234,7971,6460,30186,441
311FT,N,2017,28935.92729,7934.791149,6867.025091,29999.35734,0.2373183006,-4.33600973,-0.0001498486531,30186,8058,6947,32253,956
311FT,N,2018,29999.35734,9065.766133,7336.00828,31715.06833,0.2445388478,-14.04686596,-0.0004682388958,32253,9213,7508,34478,520
311FT,N,2019,31715.06833,9147.942433,7860.308265,32993.90774,0.2478414419,-8.79475434,-0.0002773052307,34478,9401,8048,36215,384
311FT,S,2008,128389.27,4188.684504,3979.394149,128593.5718,0.03099475641,-4.988577319,-3.885509529e-05,119392,4016,3820,128818,9230
311FT,S,2009,128593.5718,3420.344803,3975.718836,128028.2355,0.03091693295,-9.962208775,-7.747050368e-05,128818,3345,3893,121654,-6616
311FT,S,2010,128028.2355,3104.371334,3955.811154,127174.6556,0.03089795886,-2.140090523,-1.671576988e-05,121654,2959,3774,121256,417
311FT,S,2011,127174.6556,3555.423477,3936.894107,126786.0721,0.03095659342,-7.112846411,-5.592974777e-05,121256,3466,3838,125201,4317
311FT,S,2012,126786.0721,3680,3926,126478,0.0309655464,-62.07213098,-0.0004895816231,125201,3680,3926,126478,1523
311FT,S,2013,126478,4618.569436,3932.417115,127165.3849,0.03109170856,1.232555738,9.745218442e-06,126478,4722,4024,132124,4948
311FT,S,2014,127165.3849,5467.205498,3967.588019,128664.6015,0.03120022027,-0.4008757281,-3.152396609e-06,132124,5770,4189,136476,2771
311FT,S,2015,128664.6015,5537.948347,4014.26983,130190.0072,0.03119948909,1.727162914,1.342376143e-05,136476,5958,4322,140365,2253
311FT,S,2016,130190.0072,6236.378936,4071.570415,132357.0956,0.03127406245,2.27991362,1.751220136e-05,140365,6751,4414,143413,711
311FT,S,2017,132357.0956,6374.575297,4138.107,134474.8722,0.03126471597,-118.6916985,-0.0008967535741,143413,7067,4596,150940,5056
311FT,S,2018,134474.8722,7259.380316,4219.956376,137482.7363,0.03138100306,-31.55987709,-0.0002346897719,150940,8405,4902,163304,8861
311FT,S,2019,137482.7363,6450.442837,4300.257789,139630.5718,0.03127852926,-2.349539129,-1.708970299e-05,163304,7909,5285,172854,6926
313TT,E,2008,19978.85117,1347.547989,2207.205775,19120.04683,0.1104771119,0.8534477609,4.271755937e-05,18555,1310,2103,18174,412
313TT,E,2009,19120.04683,1296.155488,2112.413321,18299.91891,0.1104815976,-3.870089961,-0.0002024100671,18174,1262,2029,17484,77
313TT,E,2010,18299.91891,987.7065883,2009.52937,17273.01494,0.1098108347,-5.081186837,-0.0002776617133,17484,963,1940,16744,237
313TT,E,2011,17273.01494,1126.132143,1904.806337,16491.93837,0.110276425,-2.402370106,-0.0001390822688,16744,1117,1886,16342,367
313TT,E,2012,16491.93837,1270,1832,15921,0.1110845771,-8.938374123,-0.0005419844484,16342,1270,1832,15921,141
313TT,E,2013,15921,1267.026236,1772.529231,15411.99471,0.1113327826,-3.50229831,-0.0002199797946,15921,1266,1777,15354,-56
313TT,E,2014,15411.99471,1476.768992,1728.214545,15159.02034,0.1121343848,-1.528808508,-9.919601827e-05,15354,1482,1739,15129,32
313TT,E,2015,15159.02034,1314.342807,1694.869088,14773.66245,0.1118059775,-4.83161523,-0.0003187287252,15129,1315,1698,14642,-104
313TT,E,2016,14773.66245,1302.705681,1655.103676,14415.78081,0.1120306953,-5.483647639,-0.0003711772662,14642,1293,1650,14335,50
313TT,E,2017,14415.78081,1211.402909,1610.367906,14002.94643,0.1117086842,-13.8693778,-0.0009620968847,14335,1214,1622,14096,169
313TT,E,2018,14002.94643,1261.902854,1572.943459,13686.44331,0.1123294634,-5.462516101,-0.0003900976218,14096,1287,1611,13952,180
313TT,E,2019,13686.44331,1511.658699,1553.564237,13639.93077,0.1135111732,-4.607004803,-0.0003366108125,13952,1557,1608,14084,183
313TT,N,2008,2174.092149,498.3090909,466.9975895,2208.347168,0.214801194,2.943518024,0.001353906745,2042,497,462,2092,15
313TT,N,2009,2208.347168,574.0848485,488.5466314,2293.720089,0.2212272773,-0.1652964092,-7.485073524e-05,2092,562,477,2179,2
313TT,N,2010,2293.720089,525.0878788,499.2073816,2320.110226,0.2176409336,0.509639805,0.0002221891884,2179,510,489,2240,40
313TT,N,2011,2320.110226,580.7242424,504.7892629,2396.261023,0.2175712418,0.2158170483,9.302017027e-05,2240,575,500,2372,57
313TT,N,2012,2396.261023,638,528,2505,0.2203432744,-1.261022613,-0.0005262459313,2372,638,528,2505,23
313TT,N,2013,2505,669.6151515,560.021258,2615.903822,0.2235613804,1.309928503,0.0005229255503,2505,672,560,2693,76
313TT,N,2014,2615.903822,675.2151515,585.0667372,2707.166346,0.2236575872,1.114110095,0.0004258987222,2693,686,591,2816,28
313TT,N,2015,2707.166346,658.0636364,600.303879,2765.31627,0.2217462107,0.3901660307,0.0001441234046,2816,673,611,2851,-27
313TT,N,2016,2765.31627,689.4818182,610.6306914,2846.233492,0.2208176685,2.066095527,0.0007471461945,2851,697,613,2983,48
313TT,N,2017,2846.233492,678.3060606,616.2157136,2908.558387,0.2165021652,0.2345476839,8.240633965e-05,2983,704,632,3155,100
313TT,N,2018,2908.558387,713.8848485,627.530345,2997.0134,0.2157530507,2.100509222,0.0007221822438,3155,755,660,3308,58
313TT,N,2019,2997.0134,774.3424242,654.6767307,3119.886793,0.2184430443,3.207699621,0.001070298725,3308,823,693,3482,44
313TT,S,2008,25529.56264,191.4904552,775.2270828,24945.19212,0.03036585835,-0.6338895877,-2.482962974e-05,23741,185,742,24977,1793
313TT,S,2009,24945.19212,170.0528634,757.1881823,24355.23546,0.03035407299,-2.821336923,-0.0001131014309,24977,167,741,23145,-1258
313TT,S,2010,24355.23546,128.7136564,739.1492819,23743.72049,0.03034868141,-1.079347677,-4.43168648e-05,23145,123,703,22637,72
313TT,S,2011,23743.72049,135.9030837,719.2353814,23158.44203,0.03029160412,-1.946161785,-8.196532576e-05,22637,133,700,22870,800
313TT,S,2012,23158.44203,207,703,22649,0.03035610077,-13.44203192,-0.0005804376607,22870,207,703,22649,275
313TT,S,2013,22649,361.1806167,690.3716567,22320.65579,0.0304813306,0.8468343621,3.73894813e-05,22649,371,705,23174,859
313TT,S,2014,22320.65579,355.6872247,681.3503516,21995.26301,0.03052555256,0.2703400148,1.211165197e-05,23174,376,717,23318,485
313TT,S,2015,21995.26301,293.4757709,670.5255273,21618.13211,0.03048499702,-0.08114297131,-3.689111209e-06,23318,316,719,23300,385
313TT,S,2016,21618.13211,186.3303965,657.022184,21144.87207,0.03039218101,-2.568252424,-0.0001188008479,23300,202,711,22919,128
313TT,S,2017,21144.87207,263.6431718,645.2706957,20750.44369,0.03051665168,-12.80085341,-0.0006053880755,22919,298,715,23283,781
313TT,S,2018,20750.44369,232.6240822,631.6423524,20349.67637,0.03043994441,-1.749054272,-8.428996979e-05,23283,275,732,24163,1337
313TT,S,2019,20349.67637,245.3362702,619.0140091,19978.76696,0.03041886259,2.768330852,0.0001360380775,24163,308,759,24712,1000
315AL,E,2008,6573.864266,352.0735989,767.6142738,6146.251207,0.1167675879,-12.07238362,-0.001836421187,6085,352,741,5852,156
315AL,E,2009,6146.251207,317.1601178,724.8340372,5739.676062,0.1179310791,1.098774396,0.0001787714753,5852,316,699,5481,12
315AL,E,2010,5739.676062,263.7618097,674.6981881,5325.39676,0.1175498723,-3.342924413,-0.0005824238819,5481,264,654,5160,69
315AL,E,2011,5325.39676,379.3925026,639.0289811,5065.48826,0.1199965017,-0.2720213626,-5.108001805e-05,5160,380,635,5019,114
315AL,E,2012,5065.48826,439,620,4877,0.1223968882,-7.488259727,-0.00147828982,5019,439,620,4877,39
315AL,E,2013,4877,563.4336156,614.0389283,4819.418222,0.1259050499,-6.976464906,-0.00143048286,4877,560,620,4807,-10
315AL,E,2014,4819.418222,381.3175701,601.0295385,4592.036805,0.1247099776,-7.669448589,-0.001591363985,4807,374,606,4577,2
315AL,E,2015,4592.036805,382.9142618,574.8334111,4396.135579,0.1251804886,-3.982077117,-0.000867170122,4577,366,576,4315,-52
315AL,E,2016,4396.135579,404.7657572,549.748875,4249.898313,0.1250527572,-1.254147976,-0.0002852841896,4315,371,545,4135,-6
315AL,E,2017,4249.898313,378.5592068,531.3072143,4094.900354,0.1250164534,-2.249951347,-0.0005294129837,4135,340,525,3990,40
315AL,E,2018,4094.900354,480.8749183,514.6774814,4054.532933,0.125687425,-6.564858311,-0.001603179014,3990,435,513,3952,40
315AL,E,2019,4054.532933,520.9300919,512.0509725,4063.280214,0.1262909886,-0.1318386948,-3.251637043e-05,3952,463,507,3925,17
315AL,N,2008,2117.236359,438.4856618,417.2979611,2139.72169,0.1970955956,1.297630527,0.0006128888358,1972,421,404,2007,18
315AL,N,2009,2139.72169,497.4436887,427.167858,2208.100413,0.1996371117,-1.897107905,-0.0008866143263,2007,472,407,2080,8
315AL,N,2010,2208.100413,470.5882966,436.4915295,2241.588988,0.1976773914,-0.6081913482,-0.0002754364542,2080,451,420,2156,45
315AL,N,2011,2241.588988,552.5173407,451.2398312,2341.639321,0.2013035546,-1.227176557,-0.0005474583266,2156,545,444,2313,56
315AL,N,2012,2341.639321,599,483,2456,0.2062657539,-1.639321245,-0.0007000741874,2313,599,483,2456,27
315AL,N,2013,2456,683.2629289,526.4468225,2612.939727,0.2143513121,0.1236203913,5.033403555e-05,2456,687,530,2691,78
315AL,N,2014,2612.939727,621.7811275,556.6334249,2677.168898,0.2130295694,-0.9185316847,-0.0003515319069,2691,636,569,2791,33
315AL,N,2015,2677.168898,627.5340074,566.2482643,2737.350767,0.2115101011,-1.103874165,-0.0004123289218,2791,647,583,2828,-27
315AL,N,2016,2737.350767,683.8808824,584.5401517,2835.439695,0.2135422902,-1.2518019,-0.0004573041626,2828,692,593,2975,48
315AL,N,2017,2835.439695,694.3528186,606.0168241,2922.558764,0.2137293998,-1.21692555,-0.0004291840703,2975,719,627,3169,102
315AL,N,2018,2922.558764,766.6457108,636.215999,3050.093068,0.2176914308,-2.895407712,-0.0009907098355,3169,802,672,3357,58
315AL,N,2019,3050.093068,818.4912377,680.4810034,3185.86176,0.2231017179,-2.241542195,-0.000734909442,3357,861,719,3543,44
315AL,S,2008,12293.97338,51.3968254,356.238692,11989.17843,0.02897669296,0.04691010391,3.81569916e-06,11430,49,339,11972,832
315AL,S,2009,11989.17843,81.42857143,348.1021579,11723.25135,0.02903469658,0.7465076524,6.226512158e-05,11972,80,339,11132,-581
315AL,S,2010,11723.25135,41.37301587,339.0832708,11425.67862,0.02892399564,0.1375297985,1.173136995e-05,11132,39,322,10879,30
315AL,S,2011,11425.67862,41.46825397,331.0397599,11137.99958,0.02897331273,1.892458876,0.0001656320766,10879,40,322,10994,397
315AL,S,2012,11137.99958,52,322,10862,0.02891003881,-5.99957559,-0.0005386582706,10994,52,322,10862,138
315AL,S,2013,10862,61.50793651,313.9811129,10609.51687,0.02890638123,-0.009954130967,-9.164178758e-07,10862,62,320,10990,386
315AL,S,2014,10609.51687,53.92857143,305.8445788,10356.47614,0.02882738041,-1.12472113,-0.0001060105888,10990,56,321,10964,239
315AL,S,2015,10356.47614,56.54761905,299.6112705,10114.82388,0.02892984702,1.411390901,0.0001362809977,10964,61,320,10892,187
315AL,S,2016,10114.82388,43.91269841,292.3817131,9865.988385,0.02890625843,-0.3664811124,-3.623208043e-05,10892,47,315,10712,88
315AL,S,2017,9865.988385,62.6031746,285.2451789,9632.409064,0.0289119719,-10.93731614,-0.001108587981,10712,68,315,10804,339
